Record No,Order Priority,Sales,Discount,Ship Method,Customer Name,Region,Market Segment,Product Category 1,Product Category 2,Product Category 3,Product Category 4,Ship Container,Order ID,Ordered On,Delivered On,Product Inventory
3454,4-NOT SPECIFIED,"$2,354.28",1%,REGULAR AIR,David Wiener,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1882,SMALL BOX,11626,09/24/2009,09/27/2009,IN STOCK
3455,4-NOT SPECIFIED,$138.59,1%,REGULAR AIR,David Wiener,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 501,SMALL BOX,11626,09/24/2009,09/30/2009,IN STOCK
3456,4-NOT SPECIFIED,$272.42,0%,REGULAR AIR,David Wiener,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 215,SMALL BOX,11626,09/24/2009,10/01/2009,IN STOCK
3448,4-NOT SPECIFIED,$229.67,5%,REGULAR AIR,Lela Donovan,WEST,HOME OFFICE              ,FURNITURE,OFFICE FURNISHINGS,DESK LAMPS,Magnifier Swing Arm Lamp,LARGE BOX,11622,09/23/2009,09/28/2009,IN STOCK
3449,5-LOW,"$1,281.37",1%,REGULAR AIR,Jason Gross,CENTRAL,HOME OFFICE              ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,Verbatim 4.7GB DVD-R,SMALL PACK,11623,09/23/2009,09/26/2009,IN STOCK
3450,5-LOW,$102.15,5%,REGULAR AIR,Jason Gross,CENTRAL,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 201,SMALL BOX,11623,09/23/2009,10/06/2009,IN STOCK
3443,5-LOW,$477.38,3%,REGULAR AIR,Joseph Airdo,WEST,CONSUMER                 ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,TDK 4.7GB DVD-R,SMALL PACK,11620,09/22/2009,09/25/2009,IN STOCK
3444,5-LOW,$788.85,6%,REGULAR AIR,Joseph Airdo,WEST,CONSUMER                 ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HEAVY DUTY BINDERS,Vinyl Sectional Post Binders,SMALL BOX,11620,09/22/2009,10/15/2009,IN STOCK
3445,3-MEDIUM,$939.74,10%,REGULAR AIR,Jim Sink,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1929,SMALL BOX,11621,09/22/2009,09/24/2009,IN STOCK
3446,3-MEDIUM,$528.53,5%,REGULAR AIR,Jim Sink,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Portable Personal File Box,SMALL BOX,11621,09/22/2009,09/25/2009,IN STOCK
3447,3-MEDIUM,"$7,029.47",6%,REGULAR AIR,Jim Sink,CENTRAL,CONSUMER                 ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,LX 788,SMALL BOX,11621,09/22/2009,09/27/2009,IN STOCK
3440,3-MEDIUM,$570.24,1%,REGULAR AIR,Yoseph Carroll-Englig,WEST,CORPORATE                ,TECHNOLOGY,OFFICE MACHINES,TELEPHONES,"210 Trimline Phone, White",MEDIUM BOX,11618,09/21/2009,09/23/2009,IN STOCK
3441,3-MEDIUM,$126.36,2%,REGULAR AIR,Elizabeth Moffitt,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 498,SMALL BOX,11619,09/21/2009,09/26/2009,IN STOCK
3442,3-MEDIUM,$143.10,1%,REGULAR AIR,Elizabeth Moffitt,EAST,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Avery Hanging File Binders,SMALL BOX,11619,09/21/2009,09/26/2009,IN STOCK
3436,5-LOW,$65.37,4%,REGULAR AIR,Mary O'Rourke,WEST,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 315,WRAP BAG,11615,09/20/2009,09/23/2009,IN STOCK
3437,1-URGENT,$25.02,1%,REGULAR AIR,Paul Prost,WEST,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDING SUPPLIES,GBC VeloBind Cover Sets,SMALL BOX,11616,09/20/2009,09/23/2009,IN STOCK
3438,1-URGENT,$236.40,4%,EXPRESS AIR,Shui Tom,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1908,SMALL BOX,11617,09/20/2009,09/24/2009,IN STOCK
3439,1-URGENT,$760.85,6%,DELIVERY TRUCK,Shui Tom,EAST,SMALL BUSINESS           ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Global Deluxe Steno Chair,JUMBO DRUM,11617,09/20/2009,10/03/2009,IN STOCK
3432,1-URGENT,$275.03,5%,REGULAR AIR,Elizabeth Moffitt,WEST,HOME OFFICE              ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Avery Hanging File Binders,SMALL BOX,11613,09/19/2009,09/23/2009,IN STOCK
3433,1-URGENT,$832.59,3%,REGULAR AIR,Elizabeth Moffitt,WEST,HOME OFFICE              ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Prismacolor Color Pencil Set,WRAP BAG,11613,09/19/2009,09/24/2009,IN STOCK
3434,1-URGENT,"$1,122.22",9%,DELIVERY TRUCK,Elizabeth Moffitt,WEST,HOME OFFICE              ,FURNITURE,BOOKCASES,METAL BOOKCASES,"Hon Metal Bookcases, Black",JUMBO BOX,11613,09/19/2009,09/28/2009,IN STOCK
3435,4-NOT SPECIFIED,$94.50,2%,REGULAR AIR,Pierre Wener,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 520,SMALL BOX,11614,09/19/2009,09/22/2009,IN STOCK
3430,1-URGENT,$249.44,7%,REGULAR AIR,Grace Kelly,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1975,SMALL BOX,11612,09/18/2009,09/22/2009,IN STOCK
3431,1-URGENT,$81.07,6%,REGULAR AIR,Grace Kelly,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1997,SMALL BOX,11612,09/18/2009,09/24/2009,IN STOCK
3427,4-NOT SPECIFIED,$377.37,4%,REGULAR AIR,Speros Goranitis,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,WRITINGS PADS,White GlueTop Scratch Pads,WRAP BAG,11611,09/16/2009,09/18/2009,IN STOCK
3428,4-NOT SPECIFIED,$592.17,10%,REGULAR AIR,Speros Goranitis,EAST,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Recycled Easel Ring Binders,SMALL BOX,11611,09/16/2009,09/20/2009,IN STOCK
3429,4-NOT SPECIFIED,$198.85,7%,REGULAR AIR,Speros Goranitis,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1928,SMALL BOX,11611,09/16/2009,09/21/2009,IN STOCK
3415,1-URGENT,$78.26,4%,EXPRESS AIR,David Wiener,WEST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 479,SMALL BOX,11606,09/15/2009,09/21/2009,IN STOCK
3416,1-URGENT,"$3,549.74",3%,REGULAR AIR,David Wiener,WEST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,I888 World Phone,SMALL BOX,11606,09/15/2009,09/21/2009,IN STOCK
3417,2-HIGH,"$1,839.73",1%,REGULAR AIR,Sarah Jordon-Smith,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 8860,SMALL BOX,11607,09/15/2009,09/22/2009,IN STOCK
3418,2-HIGH,"$3,108.89",1%,DELIVERY TRUCK,Sarah Jordon-Smith,CENTRAL,CORPORATE                ,FURNITURE,CHAIRS & CHAIRMATS,OFFICE CHAIRS,Global Deluxe Steno Chair,JUMBO DRUM,11607,09/15/2009,09/27/2009,IN STOCK
3419,1-URGENT,$143.16,6%,EXPRESS AIR,Thomas Seio,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 496,SMALL BOX,11608,09/15/2009,09/18/2009,IN STOCK
3420,1-URGENT,$227.46,9%,REGULAR AIR,Thomas Seio,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 503,SMALL BOX,11608,09/15/2009,09/18/2009,IN STOCK
3421,1-URGENT,$271.49,0%,REGULAR AIR,Thomas Seio,EAST,CORPORATE                ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,Verbatim DVD Rewritable Disc,SMALL PACK,11608,09/15/2009,09/19/2009,IN STOCK
3422,1-URGENT,"$4,175.16",10%,EXPRESS AIR,Thomas Seio,EAST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Siemens 5185I,SMALL BOX,11608,09/15/2009,09/21/2009,IN STOCK
3423,1-URGENT,$226.41,5%,REGULAR AIR,Dario Medina,EAST,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 227,SMALL BOX,11609,09/15/2009,09/17/2009,IN STOCK
3424,1-URGENT,"$5,731.46",6%,EXPRESS AIR,Dario Medina,EAST,CONSUMER                 ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Nokia 636,SMALL BOX,11609,09/15/2009,09/20/2009,IN STOCK
3425,1-URGENT,$923.77,10%,REGULAR AIR,Meg Tillman-Sachs,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony 6160M,SMALL BOX,11610,09/15/2009,09/19/2009,IN STOCK
3426,1-URGENT,"$2,476.46",9%,REGULAR AIR,Meg Tillman-Sachs,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,StarTAC 6500,SMALL BOX,11610,09/15/2009,09/22/2009,IN STOCK
3407,4-NOT SPECIFIED,$724.82,2%,REGULAR AIR,Jason Gross,WEST,HOME OFFICE              ,OFFICE SUPPLIES,APPLIANCES,VACUUM CLEANERS,Euro-Pro Shark Turbo Vacuum,LARGE BOX,11602,09/14/2009,09/17/2009,IN STOCK
3408,4-NOT SPECIFIED,$59.05,8%,REGULAR AIR,Jason Gross,WEST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 207,SMALL BOX,11602,09/14/2009,09/17/2009,IN STOCK
3409,5-LOW,"$5,565.29",2%,REGULAR AIR,Mary O'Rourke,WEST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 2160,SMALL BOX,11603,09/14/2009,09/17/2009,IN STOCK
3410,5-LOW,$59.57,1%,EXPRESS AIR,Mary O'Rourke,WEST,CORPORATE                ,OFFICE SUPPLIES,RUBBER BANDS,PAPER CLIPS,Stockwell Gold Paper Clips,WRAP BAG,11603,09/14/2009,09/28/2009,OUT OF STOCK
3411,5-LOW,$94.82,3%,REGULAR AIR,Mary O'Rourke,WEST,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,POLY BINDERS,Angle-D Ring Binders,SMALL BOX,11603,09/14/2009,10/01/2009,IN STOCK
3412,2-HIGH,$321.95,3%,EXPRESS AIR,Hallie Redmond,WEST,CORPORATE                ,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,Fiskars® Softgrip Scissors,SMALL PACK,11604,09/14/2009,09/15/2009,IN STOCK
3413,2-HIGH,$162.11,4%,EXPRESS AIR,Dario Medina,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1881,SMALL BOX,11605,09/14/2009,09/18/2009,IN STOCK
3414,2-HIGH,$123.53,0%,REGULAR AIR,Dario Medina,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 512,SMALL BOX,11605,09/14/2009,09/19/2009,IN STOCK
3402,1-URGENT,$184.29,5%,REGULAR AIR,Robert Marley,WEST,CONSUMER                 ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,POLY BINDERS,Storex Dura Pro™ Binders,SMALL BOX,11599,09/13/2009,09/17/2009,IN STOCK
3403,3-MEDIUM,$94.55,1%,REGULAR AIR,Tracy Zic,WEST,CONSUMER                 ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Avery Durable Binders,SMALL BOX,11600,09/13/2009,09/18/2009,IN STOCK
3404,3-MEDIUM,"$2,640.52",2%,DELIVERY TRUCK,Tracy Zic,WEST,CONSUMER                 ,FURNITURE,BOOKCASES,METAL BOOKCASES,"Hon Metal Bookcases, Gray",JUMBO BOX,11600,09/13/2009,09/21/2009,IN STOCK
3405,5-LOW,$11.44,2%,REGULAR AIR,Thomas Seio,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 218,SMALL BOX,11601,09/13/2009,09/16/2009,IN STOCK
3406,5-LOW,$229.77,2%,REGULAR AIR,Thomas Seio,EAST,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 34,WRAP BAG,11601,09/13/2009,09/26/2009,IN STOCK
3391,5-LOW,$162.16,5%,REGULAR AIR,Jasper Cacioppo,WEST,HOME OFFICE              ,OFFICE SUPPLIES,RUBBER BANDS,BINDER CLIPS,Acco® Hot Clips™ Clips to Go,WRAP BAG,11595,09/12/2009,09/15/2009,IN STOCK
3392,1-URGENT,$400.22,9%,EXPRESS AIR,Sharelle Roach-McGee,EAST,HOME OFFICE              ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,TDK 4.7GB DVD-R,SMALL PACK,11596,09/12/2009,09/16/2009,IN STOCK
3393,1-URGENT,"$2,850.33",1%,EXPRESS AIR,Sharelle Roach-McGee,EAST,HOME OFFICE              ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,R280,SMALL BOX,11596,09/12/2009,09/18/2009,IN STOCK
3394,1-URGENT,$298.05,2%,REGULAR AIR,Sharelle Roach-McGee,EAST,HOME OFFICE              ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,TDK 4.7GB DVD+R,SMALL PACK,11596,09/12/2009,09/19/2009,IN STOCK
3395,1-URGENT,$292.86,8%,REGULAR AIR,Sharelle Roach-McGee,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1946,SMALL BOX,11596,09/12/2009,09/19/2009,IN STOCK
3396,1-URGENT,$646.34,0%,REGULAR AIR,Henia Zydlo,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1982,SMALL BOX,11597,09/12/2009,09/14/2009,IN STOCK
3397,1-URGENT,$36.90,4%,REGULAR AIR,Henia Zydlo,EAST,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 476,SMALL BOX,11597,09/12/2009,09/15/2009,IN STOCK
3398,1-URGENT,"$1,555.86",2%,REGULAR AIR,Henia Zydlo,EAST,CORPORATE                ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,Fuji 5.2GB DVD-RAM,SMALL PACK,11597,09/12/2009,09/15/2009,IN STOCK
3399,1-URGENT,$201.09,8%,REGULAR AIR,Henia Zydlo,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1923,SMALL BOX,11597,09/12/2009,09/15/2009,IN STOCK
3400,2-HIGH,$7.49,4%,REGULAR AIR,Sue Ann Reed-Freeman,EAST,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 349,WRAP BAG,11598,09/12/2009,09/14/2009,IN STOCK
3401,2-HIGH,"$2,878.95",0%,REGULAR AIR,Sue Ann Reed-Freeman,EAST,CONSUMER                 ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory34,WRAP BAG,11598,09/12/2009,09/15/2009,IN STOCK
3379,5-LOW,$143.50,8%,REGULAR AIR,David Flashing,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1891,SMALL BOX,11589,09/11/2009,09/14/2009,IN STOCK
3380,5-LOW,"$1,439.81",3%,REGULAR AIR,David Flashing,EAST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1882,SMALL BOX,11589,09/11/2009,09/27/2009,IN STOCK
3381,5-LOW,$172.60,9%,REGULAR AIR,Sharelle Roach-McGee,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 220,SMALL BOX,11590,09/11/2009,09/14/2009,IN STOCK
3382,5-LOW,$30.45,5%,REGULAR AIR,Sharelle Roach-McGee,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,RUBBER BANDS,PINS AND TACKS,Colored Push Pins,WRAP BAG,11590,09/11/2009,09/24/2009,IN STOCK
3383,4-NOT SPECIFIED,$89.83,2%,REGULAR AIR,Michael Moore,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Nontoxic Chalk,WRAP BAG,11591,09/11/2009,09/14/2009,IN STOCK
3384,4-NOT SPECIFIED,"$2,432.14",0%,REGULAR AIR,Herbert Flentye,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,TeleTAC Series,SMALL BOX,11592,09/11/2009,09/14/2009,IN STOCK
3385,4-NOT SPECIFIED,"$9,947.77",3%,REGULAR AIR,Suzanne McNair,EAST,SMALL BUSINESS           ,FURNITURE,TABLES,END TABLES,Hon 5100 Series Wood Tables,LARGE BOX,11593,09/11/2009,09/14/2009,IN STOCK
3386,4-NOT SPECIFIED,"$2,639.34",1%,REGULAR AIR,Suzanne McNair,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,V2260,SMALL BOX,11593,09/11/2009,09/15/2009,IN STOCK
3387,4-NOT SPECIFIED,$135.89,2%,REGULAR AIR,Suzanne McNair,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 224,SMALL BOX,11593,09/11/2009,09/16/2009,IN STOCK
3388,4-NOT SPECIFIED,$75.73,7%,REGULAR AIR,Suzanne McNair,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 520,SMALL BOX,11593,09/11/2009,09/17/2009,IN STOCK
3389,2-HIGH,$95.32,4%,REGULAR AIR,Barbara Fisher,CENTRAL,SMALL BUSINESS           ,TECHNOLOGY,COMPUTER PERIPHERALS,MEDIA,Maxell CD-R Discs,SMALL PACK,11594,09/11/2009,09/17/2009,IN STOCK
3390,2-HIGH,$321.45,5%,REGULAR AIR,Barbara Fisher,CENTRAL,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 319,WRAP BAG,11594,09/11/2009,09/17/2009,IN STOCK
3373,2-HIGH,$348.26,7%,REGULAR AIR,Lena Cacioppo,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1945,SMALL BOX,11586,09/10/2009,09/13/2009,IN STOCK
3374,2-HIGH,$286.40,0%,REGULAR AIR,Lena Cacioppo,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,SHELVING,Tennsco Commercial Shelving,LARGE BOX,11586,09/10/2009,09/15/2009,IN STOCK
3375,4-NOT SPECIFIED,$125.46,7%,REGULAR AIR,Maxwell Schwartz,EAST,HOME OFFICE              ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,BINDER ACCESSORIES,Avery Poly Binder Pockets,SMALL BOX,11587,09/10/2009,09/12/2009,IN STOCK
3376,4-NOT SPECIFIED,$147.96,4%,REGULAR AIR,Maxwell Schwartz,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,WRITINGS PADS,Things To Do Today Pad,WRAP BAG,11587,09/10/2009,09/15/2009,IN STOCK
3377,1-URGENT,$213.30,2%,REGULAR AIR,Meg Tillman-Sachs,EAST,CORPORATE                ,TECHNOLOGY,COMPUTER PERIPHERALS,KEYBOARDS,Logitech Cordless Keyboard,SMALL BOX,11588,09/10/2009,09/14/2009,IN STOCK
3378,1-URGENT,$89.75,7%,REGULAR AIR,Meg Tillman-Sachs,EAST,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 339,WRAP BAG,11588,09/10/2009,09/15/2009,IN STOCK
3367,1-URGENT,$587.71,9%,REGULAR AIR,Quincy Jones,EAST,CORPORATE                ,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,"Acme® 8"" Straight Scissors",SMALL PACK,11583,09/09/2009,09/16/2009,IN STOCK
3368,5-LOW,$63.02,7%,REGULAR AIR,Deanra Eno,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",LETTER OPENERS,Staples* Letter Opener,WRAP BAG,11584,09/09/2009,09/12/2009,IN STOCK
3369,5-LOW,"$2,832.58",4%,REGULAR AIR,Deanra Eno,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,LX 677,SMALL BOX,11584,09/09/2009,09/17/2009,IN STOCK
3370,2-HIGH,"$1,750.00",3%,EXPRESS AIR,Sue Ann Reed-Freeman,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 194,SMALL BOX,11585,09/09/2009,09/10/2009,IN STOCK
3371,2-HIGH,$138.41,3%,REGULAR AIR,Sue Ann Reed-Freeman,EAST,HOME OFFICE              ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 519,SMALL BOX,11585,09/09/2009,09/12/2009,IN STOCK
3372,2-HIGH,$328.55,6%,REGULAR AIR,Sue Ann Reed-Freeman,EAST,HOME OFFICE              ,OFFICE SUPPLIES,PAPER,COMPUTER PAPER,Xerox 1888,SMALL BOX,11585,09/09/2009,09/13/2009,IN STOCK
3362,3-MEDIUM,$185.28,6%,REGULAR AIR,Sharelle Roach-McGee,CENTRAL,CONSUMER                 ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,TELEPHONE ACCESSORIES,Bell Sonecor JB700 Caller ID,MEDIUM BOX,11581,09/08/2009,09/13/2009,IN STOCK
3363,3-MEDIUM,$86.69,0%,REGULAR AIR,Sharelle Roach-McGee,CENTRAL,CONSUMER                 ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 210,SMALL BOX,11581,09/08/2009,09/13/2009,IN STOCK
3364,3-MEDIUM,$54.33,2%,REGULAR AIR,William Brown,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Economy Binders,SMALL BOX,11582,09/08/2009,09/11/2009,IN STOCK
3365,3-MEDIUM,$174.81,7%,REGULAR AIR,William Brown,CENTRAL,CORPORATE                ,OFFICE SUPPLIES,LABELS,FILE LABELS,Avery 510,SMALL BOX,11582,09/08/2009,09/12/2009,IN STOCK
3366,3-MEDIUM,"$1,741.97",6%,REGULAR AIR,William Brown,CENTRAL,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,T39m,SMALL BOX,11582,09/08/2009,09/14/2009,IN STOCK
3357,5-LOW,$179.38,6%,REGULAR AIR,Laura Armstrong,EAST,CORPORATE                ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PLASTIC STORAGE,"Rogers® Jumbo File, Granite",SMALL BOX,11578,09/07/2009,09/20/2009,OUT OF STOCK
3358,1-URGENT,$73.68,5%,REGULAR AIR,David Flashing,WEST,HOME OFFICE              ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 327,WRAP BAG,11579,09/07/2009,09/13/2009,IN STOCK
3359,3-MEDIUM,$316.65,3%,REGULAR AIR,Karen Seio,EAST,CONSUMER                 ,OFFICE SUPPLIES,STORAGE & ORGANIZATION,PORTABLE STORAGE,Akro-Mils 12-Gallon Tote,MEDIUM BOX,11580,09/07/2009,09/09/2009,IN STOCK
3360,3-MEDIUM,$83.81,9%,REGULAR AIR,Karen Seio,EAST,CONSUMER                 ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 485,SMALL BOX,11580,09/07/2009,09/09/2009,IN STOCK
3361,3-MEDIUM,"$9,535.33",2%,REGULAR AIR,Karen Seio,EAST,CONSUMER                 ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 5125,SMALL BOX,11580,09/07/2009,09/14/2009,IN STOCK
3356,3-MEDIUM,$34.41,5%,REGULAR AIR,Mary O'Rourke,WEST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,PENCILS,12 Colored Short Pencils,WRAP BAG,11577,09/06/2009,09/14/2009,IN STOCK
3355,4-NOT SPECIFIED,$304.13,6%,REGULAR AIR,Jesus Ocampo,WEST,CORPORATE                ,OFFICE SUPPLIES,PAPER,COPY PAPER,Xerox 1957,SMALL BOX,11576,09/05/2009,09/08/2009,IN STOCK
3344,1-URGENT,$444.01,2%,REGULAR AIR,Stephanie Ulpright,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",SCISSORS,Fiskars® Softgrip Scissors,SMALL PACK,11572,09/04/2009,09/06/2009,IN STOCK
3345,1-URGENT,$10.54,1%,REGULAR AIR,Stephanie Ulpright,EAST,SMALL BUSINESS           ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell 322,WRAP BAG,11572,09/04/2009,09/06/2009,IN STOCK
3346,1-URGENT,"$2,542.06",8%,REGULAR AIR,Stephanie Ulpright,EAST,SMALL BUSINESS           ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Sony Accessory42,SMALL BOX,11572,09/04/2009,09/10/2009,IN STOCK
3347,5-LOW,$53.93,4%,REGULAR AIR,Lela Donovan,WEST,CORPORATE                ,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ROUND RING BINDERS,Round Ring Binders,SMALL BOX,11573,09/04/2009,09/11/2009,OUT OF STOCK
3348,5-LOW,$164.51,0%,REGULAR AIR,Lela Donovan,WEST,CORPORATE                ,OFFICE SUPPLIES,PENS & ART SUPPLIES,ART SUPPLIES,Newell Chalk Holder,WRAP BAG,11573,09/04/2009,09/20/2009,IN STOCK
3349,2-HIGH,"$6,146.84",2%,REGULAR AIR,Yoseph Carroll-Englig,WEST,CORPORATE                ,TECHNOLOGY,TELEPHONES AND COMMUNICATION,WIRELESS AND CELLULAR,Ericsson 7190,SMALL BOX,11574,09/04/2009,09/07/2009,IN STOCK
3350,2-HIGH,$72.28,8%,REGULAR AIR,Yoseph Carroll-Englig,WEST,CORPORATE                ,OFFICE SUPPLIES,LABELS,STANDARD LABELS,Avery 519,SMALL BOX,11574,09/04/2009,09/10/2009,IN STOCK
